KEY,English,japanese(翻訳),翻訳率:93.04% (1044/1122)
TutC7T16A1Complete,"[f98009][IDA][-]\n\nSelect the vessel from the list on the top left and [ff2400]press the SPAWN button.[-]\n\nYou'll then see a representation of the vessel in a wireframe\n\n[ff2400]Use Left Mouse Button to place it[-] when the [00B25C]preview turns green.[-]\n\n[ff2400]IMPORTANT NOTE:[-]\nA small vessel (SV) or hover vessel (HV) blueprint can only be\nspawned on either a Base or a Capital Vessel!\nA captial vessel (CV) blueprint can only be spawned on a Base\nA Base (BA) blueprint can be spawned everywhere - on terrain or in space.\n\nWhen selecting a blueprint for spawning on a structure,\n the blueprint wireframe will AUTO-ALIGN iself to the surface.\n\n[fff400]For optimal placement[-], you can move the wireframe higher or lower with [ff2400]PAGE UP/DOWN[-].\nUse [ff2400]HOME/END[-] to move it closer or farther away.",[f98009][IDA][-]\n\n左のリスト上部から船を選び、[ff2400]スポーンボタンを押す[-]。\n\n枠の中の宇宙船が表示されます。\n\n[00B25C]プレビューが緑になったら[-][ff2400]左クリックで設置してください。[-]\n\n[ff2400]重要な注意事項:[-]\n小型艦(small vessel:SV)やホバー(hover vessel:HV)の設計図は、基地か大型艦の上でのみスポーン出来ます!\n大型艦(captial vessel:CV)の設計図は基地上でのみスポーンできます。\n基地(Base:BA)の設計図は地上でも宇宙でもどこでもスポーンできます。\n\n構造物上にスポーンする時には、設計図の枠は自動で構造物の表面に位置調整されます。\n\n[fff400]最適な位置[-]を指定するには、[ff2400]PAGE UPとDOWN[-]で枠の上下、\n[ff2400]HOMEとEND[-]で近遠に動かせます。,
TutC7T16A2,Spawn Vessel,宇宙船を生成する,
TutC7T16A2Complete,Awesome...this looks like it will break if I close the door too hasty...again...,素晴らしいね…ドアを急に閉じたら壊れそうだ…また…,
TutC7T17Title,Escape Vessel,脱出用宇宙船,
TutC7T17StartMessage,"[f98009][IDA][-]\n\nThe vessel needs fuel, oxygen and some ammo.\nCheck the container nearby.",[f98009][IDA][-]\n\nこの宇宙船には燃料と酸素、いくらかの弾薬が必要です。\n付近のコンテナを見てみましょう。,
TutC7T17A1,Go to Container,コンテナへ移動する,
TutC7T17A1Complete,[f98009][IDA][-] Access code is [ff2400]9907[-].,[f98009][IDA][-] アクセスコードは [ff2400]9907[-] です。,
TutC7T17A2,Open Container | Code 9907,コンテナを開ける | コード 9907,
TutC7T17A2Complete,[f98009][IDA][-] Take all the stuff!,[f98009][IDA][-] 全部持っていきましょう!,
TutC7T17A3,Pick up Materials,材料を拾う,
TutC7T17A4,Exit Container,コンテナから離れる,
TutC7T17A4Complete,[f98009][IDA][-]\n\nNow go over to the SV and have a seat in the cockpit\n\n[fff400]Open the [ff2400]Control Panel (P)[-] as soon as you are seated.[-],[f98009][IDA][-]\n\n宇宙船に行ってコクピットに座ってください。\n\n[fff400]座ったら速やかに[ff2400]コントロールパネル(P)[-]を開いてください。[-],
TutC7T18Title,Flight Ready,離陸準備,
TutC7T18A1,Make vessel flight ready,宇宙船の離陸準備を整える,
TutC7T18A1Complete,"[f98009][IDA][-] 1. Go to the MAIN tab and use the [ff2400]FILL ALL buttons[-] for Fuel, O2 and Ammo.\n 2. Activate Oxygen as well. Use the Oxygen switch in the Control Panel.\n 3. [ff2400]Use the [ff2400]POWER slider[-] to activate the vessel.[-]\n Use W,S,A,D, Space and C to fly","[f98009][IDA][-] 1. メインタブに行き、燃料、酸素、弾薬の充填ボタンを押す。\n 2. 同様に酸素を有効にする。コントロールパネルの酸素スイッチを使う。\n 3. [ff2400]船を起動するために[ff2400]パワースイッチ[-]を入れる。[-]\n W,A,S,DとSpace,Cで飛ぶ",
TutC7T19Title,Leave Station,基地を後にする,
TutC7T19A1,Fly off to Space,宇宙へ飛び立つ,
TutC7T19A1Complete,Off we go!,さあ出かけよう!,
,,,
chptitleDeliciousA,Delicious Green Eating Akua,Akuaの美味しい植物,
chpdescDeliciousA,Collect all of the edible plants on Akua.,すべての食用植物をAkuaで採取する。,
tasktitleGEakua,Green Eating Akua,Akuaで食べる植物,
acttitleElderB,Collect Akua Berries,アクアベリーを集める,
actdescElderB,Akua Berries can be found in Tropical Forest and in Open Plains,アクアベリーは熱帯雨林や平原で採れる。,
acttitleCornD,Collect Corndogs,コーンドッグを集める,
actdescCornD,Corndogs can be found in Open Plains,コーンドッグは平原で採れる。,
acttitleAlienH,Collect Alien Honey,エイリアンハニーを集める,
actdescAlienH,Alien Honey can be found in Tropical Forest (Worm Plant),エイリアンハニーは亜熱帯に分布している。,
acttitleTPP,Collect Text. Plant Prot,プロテインプラントを集める,
actdescTPP,Textured Plant Protein can be found in Open Plaints,プロテインプラントは平野に分布している。,
chptitleDeliciousO,Delicious Green Eating Omicron,Omicronの美味しい植物,
chpdescDeliciousO,Collect all of the edible plants on Omicron.,すべての食用植物をOmicronで採取する,
tasktitleGEomicron,Green Eating Omicron,Omicronで食べる植物,
acttitleOpun,Collect Opuntia Cactus,オパンティア・サボテンを収集する,
actdescOpun,Opuntia Cactus can be found in the Mountains,オパンティア・サボテンは山脈にある。,
acttitleSpaceO,Collect Space Oranges,スペース・オレンジを集める,
actdescSpaceO,Space Oranges can be found in High Plains,スペース・オレンジは高原で採れる。,
acttitleAhax,Collect Ahax Fruit,アハクス・フルーツを集める,
actdescAhax,Ahax Fruit can be fouond in High Plains,アハクス・フルーツは、高原で採れる。,
chptitleDinnerFT,Dinner For Two,2人分のディナー,
chpdescDinnerFT,Time for dinner! All of the meals are cooked in the food processor.,ディナーの時間だ!すべての食事をフードプロセッサーで調理しよう。,
tasktitleDforT,Dinner For Two,2人分のディナー,
acttitlePizza,Make Pizza,ピザを作る,
actdescPizza,Make a Pizza in the Food Processor,フードプロセッサーでピザを作る,
acttitleRatat,Make Ratatouille,ラタトゥイユを作る,
actdescRatat,Make a Ratatouille in the Food Processor,フードプロセッサーでラタトゥイユを作る,
acttitleFruitP,Make Fruit Pie,フルーツパイを作る,
actdescFruitP,Make a Fruit Pie in the Food Processor,フードプロセッサーでフルーツパイを作る,
acttitlePumpC,Make Pumpkin Cookie,カボチャのクッキーを作る,
actdescPumpC,Make a Pumpkin Cookie in the Food Processor,フードプロセッサーでカボチャのクッキーを作る,
acttitleKCof,Make Kavae Coffee,カヴァェーコーヒーを作る,
actdescKCof,Make a Kavae Coffe in the Food Processor,フードプロセッサーでカヴァェーコーヒーを作る,
chptitleCloA,Clans of Akua,Akuaの氏族,
chpdescCloA,Visite the Natives of Akua. Find the Talon Village.,Akuaの原住民を訪問する。タロンの集落を探せ。,
tasktitleCloAk,Clans of Akua,Akuaの一族,
acttitleTSet,Visit Talon Settlement,タロン集落を訪問する,
actdescTSet,Visit Talon Village on Akua,Akuaにあるタロンの集落を訪ねる,
chptitleBaK,Bad Karma,悪業,
chpdescBaK,Raise your bad Karma!,悪業を為せ!,
tasktitleRbK,Raise your bad Karma,悪業を為せ,
acttitleKillT,Kill 3x Talon Guardian,3人のタロンガーディアンを殺せ,
actdescKillT,"Talon Guardians are wandering around in groups at daytime in Tropical Forest and Open Plains. They are friendly, but be cautious - they will fight back when being provoked!",タロン・ガーディアンは、熱帯林と平原にグループで日中徘徊している。彼らは友好的だが注意せよ。挑発されれば彼らも戦うだろう!,
chptitleHuntsmenA,Huntsmen Akua,Akuaでハンティング,
chpdescHuntsmenA,Time to train your hunting skills. Find and hunt down one of the animals listed below. But be careful. Some of them will fight back!,狩りの技術を鍛える時間だ。下記に示す動物を見つけて狩れ。注意しろ、いくつかの動物は反撃してくるぞ。,
tasktitleHuntsmenAk,Huntsmen Akua,Akuaでハンティング,
acttitleAinsect,Kill Alien Insect |Night,夜にエイリアン・インセクトを狩れ,
actdescAinsect,Alien Insects can be found in the Open Plains at night.,エイリアン・インセクトは、夜の平原で見られる。,
acttitleSlime,Kill Slime,スライムを倒す,
actdescSlime,Slimes can be found at daytime near water or lakes.,スライムは日中の水や湖の近くで見られる。,
acttitleTric,Kill Triceratops,トリケラトプスを狩る,
actdescTric,Triceratopses can be found at daytime in the Tropical Forest.,トリケラトプスは、亜熱帯の昼間に見つけられる。,
acttitleLizM,Kill Lizard Mule,リザード・ミュールを狩る,
actdescLizM,Lizard Mules are wandering around in herds in the Open Plains at daytime.,リザード・ミュールは、日中は平原で群れを成して行動している。,
acttitleRaptD,Kill Raptor,ラプトルを狩れ!,
actdescRaptD,Raptors are wandering around in herds in the Open Plains at daytime. Be cautious - attacking a member of the herd will result in the herd attacking YOU!,ラプトルは、日中は平原を群れを作り移動している。慎重に行動しろ、ラプトルは群れを成して攻撃してくるぞ!,
acttitleHMakSpider01,Kill Spider |Night,夜にスパイダーを退治する。,
actdescHMakSpider01,Spiders can be found in Tropical Forest at night.,スパイダーは熱帯の夜間で見られる。,
chptitleElem,Elemental Enemy,エレメンタル・エネミー,
chpdescElem,Messing with the elements? Find and hunt down some Golems!,エレメンタルに喧嘩を売る?ならばゴーレムを見つけて狩れ!,
tasktitleElemFK,Find and Kill,探しだして、殺れ。,
acttitleDGo,Desert Golem (Omicron),デザート・ゴーレム(Omicron),
actdescDGo,Desert Golems can be found in the High Plains of Omicron at night. Be cautious - they will attack you without being provoked!,デザート・ゴーレムは、夜にOmicronの高原で見られる。慎重に行動しろ、 奴らは迷うことなく襲ってくるだろう!,
acttitleIceGo,Ice Golem (Ningues),アイスゴーレム(Ningues),
actdescIceGo,Ice Golems can be found in the Forest and High Plains of Ningues at daytime. Be cautious - they will attack you without being provoked!,アイス・ゴーレムは、日中のNinguesの森林と高原で見つかる。慎重に行動しろ、 奴らは迷うことなく襲ってくるだろう!,
acttitleSwGo,Swamp Golem (Masperon),スワンプ・ステーションゴーレム(Masperon),
actdescSwGo,Swamp Golems can be found in the Swamps of Masperon at night and at daytime. Be cautious - they will attack you without being provoked!,スワンプ・ゴーレムは夜間と昼間のMasperonの沼地で見つけられる。慎重に行動しろ、 奴らは迷うことなく襲ってくるだろう!,
chptitleAfraidA,Not Afraid of the Dark AKUA,Akuaの夜を恐れない,
chpdescAfraidA,Are you afraid of the dark nights of Akua? Chose your weapons and convince yourself of the contrary!,Akuaの闇夜は恐ろしいか? 武器を手に取り、恐怖を克服しろ!,
tasktitleAfraidA,Akua Night Creatures,惑星Akuaの深夜のクリーチャー,
acttitleNightR,Night Raptor,夜のラプトル,
actdescNightR,Night Raptors are wandering around in the Open Plains Biome at night. Be cautious - they will attack you without being provoked!,ラプトル・ナイトは夜間に高原を徘徊している。 慎重に行動しろ、 奴らは迷うことなく襲ってくるだろう!,
acttitlePlMon,Plant Monster,プラント・モンスター,
actdescPlMon,PlantMonsters can be found in the Open Plains and near Water at night. Be cautious - they will attack you without being provoked!,プラント・モンスターは、高原と夜の水辺に生息している。慎重に行動しろ、 奴らは迷うことなく襲ってくるだろう!,
acttitleHAins,Humanoid Alien Insect,人型昆虫エイリアン,
actdescHAins,Humanoid Alien Insects can be found in the Tropical Forest at night. Be cautious - they will attack you without being provoked!,人の姿をした昆虫エイリアンは熱帯雨林において夜に見つけられる。慎重に行動しろ、 奴らは迷うことなく襲ってくるだろう!,
acttitleSpAkua,Spider,スパイダー,
actdescSpAkua,Spiders can be found in the Tropical Forest at night. Be cautious - they will attack you without being provoked!,熱帯雨林では夜間にスパイダーが現れる。慎重に行動しろ、 奴らは迷うことなく襲ってくるだろう!,
chptitleAfraidO,Not Afraid of the Dark OMICRON,Omicronの夜を恐れない,
chpdescAfraidO,Are you afraid of the dark nights of Omicron? Chose your weapons and convince yourself from the contrary!,Omicronの闇夜は恐くない? よろしい、ならば武器を手に狩りに行け!,
tasktitleAfraidO,Omicron Night Creatures,惑星Omicronの深夜の生物,
acttitleSpOmic,2x Spiders,2匹のスパイダー,
actdescSpOmic,Spiders can be found in the Low Plains at night. Be cautious - they will attack you without being provoked!,スパイダーは夜に低地で見つかる。慎重に行動しろ、 奴らは迷うことなく襲ってくるだろう!,
acttitleOty,Otyugh,オーティー,
actdescOty,Otyughs can be found in the Low Plains at night. Be cautious - they will attack you without being provoked!,夜になると、低地でオーティーが見られる。慎重に行動しろ、 奴らは迷うことなく襲ってくるだろう!,
acttitleDesGO,Desert Golem,デザート・ゴーレム,
actdescDesGO,Desert Golems can be found in the High Plains at night. Be cautious - they will attack you without being provoked!,デザート・ゴーレムは、高原で見られる。慎重に行動しろ、 奴らは迷うことなく襲ってくるだろう!,
chptitleAfraidM,Not Afraid of the Dark MASPERON,Masperonの夜を恐れない!,
chpdescAfraidM,Are you afraid of the dark nights of Masperon? Chose your weapons and convince yourself from the contrary!,Masperonの闇夜を恐れるか? 武器を持って、恐怖に立ち向かえ!,
